Tweet ID,Tweet Date,Media Name,Media Origin,Teaser Text,Tag Value
1302968016477589504,07-09-2020,El País,Uruguay,fortaleza del ataque rampla juniors terminó con invicto rocha,No
1296805148950515713,21-08-2020,El País,Uruguay,jorge lanata los argentinos que van uruguay irse una manera fracasar,No
1303065732884967426,07-09-2020,El País,Uruguay,raffo los montevideanos deben estar alerta por errores más gruesos costosos cosse,No
1302462441520074757,06-09-2020,El País,Uruguay,ecos del universo joven uruguayo desentraña explica los secretos las ondas gravitacionales,Clickbait
1301763104435589120,04-09-2020,El País,Uruguay,propuesta quinquenal anep aumento del presupuesto metas aprendizaje una las innovaciones propuesta anep que por primera vez historia ente autónomo fija metas aprendizaje,No
1300571357714018304,31-08-2020,El País,Uruguay,diego forlán tras salida peñarol quedan reproches así fútbol,No
1300770685577555968,01-09-2020,El País,Uruguay,felipe carballo armando méndez ganaron titularidad nacional,No
1276187700618551305,25-06-2020,El País,Uruguay,reseña nueva temporada the sinner tendencia netflix pura ansiedad,No
1300163947308503042,30-08-2020,El País,Uruguay,boston river salió del fondo volvió ganar respira descenso tras vencer progreso,No
1297586498863235072,23-08-2020,El País,Uruguay,rentistas salvó diez meses tres minutos frente peñarol,Clickbait
1298708074161557506,26-08-2020,El País,Uruguay,lionel messi pasos para seguir carrera manchester city lionel messi confirmó decisión quiere manchester city pep guardiola,No
1293982645110681600,13-08-2020,El País,Uruguay,inter miami equipo que dirige tornado diego alonso sumó campeón del mundo,Clickbait
1297028854192771072,22-08-2020,El País,Uruguay,lukashenko cada vez más aislado endurece represión unión europea reconoce resultado las elecciones por fraude anuncia sanciones régimen bielorrusia,No
1286349298813280258,23-07-2020,El País,Uruguay,almada repetto están entre los candidatos para dirigir ecuador,No
1285765707196760064,22-07-2020,El País,Uruguay,river plate renovó concesión del saroldi bautizó sus tribunas,No
1304042795326476290,10-09-2020,infobae,Argentina,profepa continúa investigando tigre antara inspeccionó domicilio que fue resguardado,No
1301034000765521920,02-09-2020,infobae,Argentina,liga nahuel guzmán dio positivo covid por quinta ocasión pero tomó con humor,Clickbait
1299222942136455168,28-08-2020,infobae,Argentina,dólares sospechosos qué movimientos vigila banco central para limitar infracciones compra los usd 200 mensuales,Clickbait
1300914734615715845,01-09-2020,Clarín,Argentina,facebook amenaza con bloquear opción compartir noticias australia podría ser precedente para otras partes del mundo,No
1289280302901129217,31-07-2020,infobae,Argentina,microsoft está negociando compra tik tok sospechada tener vínculos con régimen chino,No
1292153739579551744,08-08-2020,infobae,Argentina,gobierno hace lobby washington contrató asesoramiento político por casi dos millones dólares,No
1293126787594035200,11-08-2020,infobae,Argentina,esposa oficial preso contestó alex saab usted queja por dos días incomunicado dirección inteligencia tuvo días esposo secuestrado,No
1292175884858753024,08-08-2020,infobae,Argentina,delantera tigres femenil katty martínez dio positivo coronavirus días del arranque del torneo,No
1290812652474646528,05-08-2020,infobae,Argentina,alberto fernández respaldó plan del nuevo consejo agroindustrial con foco aumento las exportaciones generación empleo,No
1305504718521851906,14-09-2020,Clarín,Argentina,sin tacc todo que necesitas saber sobre las comidas para celíacos,Clickbait
1302281752069763074,05-09-2020,infobae,Argentina,pese anuncio lionel messi luis suárez aleja barcelona para jugar juventus cuánto ganaría por temporada,Clickbait
1286665572499906561,24-07-2020,infobae,Argentina,miguel ángel pichetto hay expresiones figuras secundarias que debilitan autoridad del presidente,No
1301723424990154752,04-09-2020,infobae,Argentina,ronald koeman eligió que sería nuevo capitán del barcelona messi decide irse del club,Clickbait
1301196069271826433,02-09-2020,infobae,Argentina,foto nicole poturalski restaurante esposo donde conoció bran pitt,Clickbait
1285071825483911168,20-07-2020,infobae,Argentina,deuda gobierno fijó como estrategia cerrar con los bonistas wall street luego negociar con fmi club parís,No
1293365345374396417,12-08-2020,infobae,Argentina,fallido del nuevo refuerzo del leeds que anticipó destino marcelo bielsa,Clickbait
1281093614521606144,09-07-2020,infobae,Argentina,garantizan que faltarán billetes fin semana largo pero hubo ciertas tensiones entre bcra los bancos,No
1300956912096284678,02-09-2020,infobae,Argentina,salieron luz viejas internas del vestuario del psg unai emery tenía problemas para manejar las estrellas,Clickbait
1299895101087506432,30-08-2020,infobae,Argentina,crisis que viene herrera anticipó más recortes presupuesto aumento deuda,No
1279815939450519553,05-07-2020,infobae,Argentina,zinedine zidane habló las polémicas los arbitrajes del real madrid estoy cansado,No
1277640353483386891,29-06-2020,infobae,Argentina,oficial concretó trueque arthur pjanic entre barcelona juventus oficial barcelona traspasó arthur juventus,No
1298901026200838145,27-08-2020,infobae,Argentina,codi medios pago sin contacto tiempos covid,No
1285730864543010818,22-07-2020,infobae,Argentina,equipo premier más sudamericano todos adoptó mate como infusión diaria,Clickbait
